what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.rse.connectorservice.local,2.1.0.v20080604,org.eclipse.rse.connectorservice.local,1223473529385
stopped,bundle,org.eclipse.rse.subsystems.files.ssh,2.1.0.v20080604,org.eclipse.rse.subsystems.files.ssh,1223473529385
stopped,bundle,org.eclipse.rse.subsystems.shells.ssh,2.1.0.v20080604,org.eclipse.rse.subsystems.shells.ssh,1223473529385
stopped,bundle,org.eclipse.rse.subsystems.terminals.ssh,0.1.0.v20080604,org.eclipse.rse.subsystems.terminals.ssh,1223473529385
stopped,bundle,org.eclipse.rse.connectorservice.ssh,2.1.0.v20080604,org.eclipse.rse.connectorservice.ssh,1223473529385
stopped,bundle,org.eclipse.rse.connectorservice.telnet,1.1.0.v20080604,org.eclipse.rse.connectorservice.telnet,1223473529385
stopped,bundle,org.eclipse.rse.dstore.security,3.0.0.v20080609,org.eclipse.rse.dstore.security,1223473529385
stopped,bundle,org.eclipse.rse.efs,2.1.0.v20080604,org.eclipse.rse.efs,1223473529386
stopped,bundle,org.eclipse.rse.subsystems.processes.shell.linux,1.1.0.v20080604,org.eclipse.rse.subsystems.processes.shell.linux,1223473529386
stopped,bundle,org.eclipse.rse.subsystems.shells.core,3.0.0.v20080604,org.eclipse.rse.subsystems.shells.core,1223473529386
stopped,bundle,org.eclipse.rse.subsystems.files.core,3.0.0.v20080606,org.eclipse.rse.subsystems.files.core,1223473529386
stopped,bundle,org.eclipse.rse.subsystems.processes.core,3.0.0.v20080529,org.eclipse.rse.subsystems.processes.core,1223473529386
stopped,bundle,org.eclipse.rse.terminals.ui,0.1.0.v20080609,org.eclipse.rse.terminals.ui,1223473529386
stopped,bundle,org.eclipse.rse.subsystems.terminals.core,0.1.0.v20080505,org.eclipse.rse.subsystems.terminals.core,1223473529386
stopped,bundle,org.eclipse.rse.ui,3.0.0.v20080613,org.eclipse.rse.ui,1223473529387
stopped,bundle,org.eclipse.ui.views.log,1.0.0.v20080522-2200,org.eclipse.ui.views.log,1223473529387
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.102.v200805301834,org.eclipse.jst.ws.axis2.core,1223473529387
stopped,bundle,org.eclipse.wst.ws.explorer,1.0.305.v200806041425,org.eclipse.wst.ws.explorer,1223473529387
stopped,bundle,org.eclipse.wst.ws.ui,1.1.0.v200805140300,org.eclipse.wst.ws.ui,1223473529387
stopped,bundle,org.eclipse.wst.command.env.ui,1.1.0.v200805140415,org.eclipse.wst.command.env.ui,1223473529387
stopped,bundle,org.eclipse.wst.validation.ui,1.2.0.v200805262011,org.eclipse.wst.validation.ui,1223473529387
stopped,bundle,org.eclipse.wst.common.frameworks.ui,1.1.200.v200805221400,org.eclipse.wst.common.frameworks.ui,1223473529387
stopped,bundle,org.eclipse.wst.common.project.facet.ui,1.3.0.v200805281731,org.eclipse.wst.common.project.facet.ui,1223473529387
stopped,bundle,org.eclipse.wst.common.snippets,1.1.200.v200805140415,org.eclipse.wst.common.snippets,1223473529387
stopped,bundle,org.eclipse.wst.internet.monitor.ui,1.0.304.v200805140145,org.eclipse.wst.internet.monitor.ui,1223473529387
