what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.ui.ide,3.4.0.I20080606-1300,org.eclipse.ui.ide,1223473529395
stopped,bundle,org.eclipse.epp.usagedata.ui,1.0.0.R200806162215,org.eclipse.epp.usagedata.ui,1223473529396
stopped,bundle,org.eclipse.ui.intro.universal,3.2.200.v20080508,org.eclipse.ui.intro.universal,1223473529396
stopped,bundle,org.eclipse.ui.intro,3.2.200.v20080610,org.eclipse.ui.intro,1223473529396
stopped,bundle,org.eclipse.ui.views.properties.tabbed,3.4.0.I20080527-2000,org.eclipse.ui.views.properties.tabbed,1223473529396
stopped,bundle,org.eclipse.update.scheduler,3.2.100.v20080404,org.eclipse.update.scheduler,1223473529396
stopped,bundle,org.eclipse.update.ui,3.2.100.v20080318,org.eclipse.update.ui,1223473529396
stopped,bundle,org.eclipse.mylyn.commons.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.commons.ui,1223473529396
stopped,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.0.v200806031937,org.eclipse.wst.ws.service.policy.ui,1223473529396
stopped,bundle,org.eclipse.ui.forms,3.3.100.v20080611,org.eclipse.ui.forms,1223473529396
stopped,bundle,org.eclipse.datatools.connectivity.oda.flatfile.ui,3.0.6.v200805261930,org.eclipse.datatools.connectivity.oda.flatfile.ui,1223473529396
stopped,bundle,org.eclipse.datatools.enablement.oda.ws.ui,1.1.0.v200805261930,org.eclipse.datatools.enablement.oda.ws.ui,1223473529396
stopped,bundle,org.eclipse.datatools.enablement.oda.xml.ui,1.1.0.v200805270900,org.eclipse.datatools.enablement.oda.xml.ui,1223473529396
stopped,bundle,org.eclipse.datatools.connectivity.oda.design.ui,3.0.6.v200805152355,org.eclipse.datatools.connectivity.oda.design.ui,1223473529396
stopped,bundle,org.eclipse.datatools.connectivity.sqm.core.ui,1.1.0.v200806070326,org.eclipse.datatools.connectivity.sqm.core.ui,1223473529396
stopped,bundle,org.eclipse.datatools.enablement.postgresql.ui,1.0.0.v200806060334,org.eclipse.datatools.enablement.postgresql.ui,1223473529396
stopped,bundle,org.eclipse.datatools.connectivity.db.generic.ui,1.0.1.v200805152355,org.eclipse.datatools.connectivity.db.generic.ui,1223473529396
stopped,bundle,org.eclipse.datatools.enablement.ibm.db2.iseries.ui,1.0.0.v200805160737,org.eclipse.datatools.enablement.ibm.db2.iseries.ui,1223473529396
stopped,bundle,org.eclipse.datatools.enablement.ibm.db2.luw.ui,1.0.0.v200805160737,org.eclipse.datatools.enablement.ibm.db2.luw.ui,1223473529396
stopped,bundle,org.eclipse.datatools.enablement.ibm.db2.zseries.ui,1.0.0.v200805160737,org.eclipse.datatools.enablement.ibm.db2.zseries.ui,1223473529396
stopped,bundle,org.eclipse.datatools.enablement.ibm.informix.ui,1.0.0.v200805160737,org.eclipse.datatools.enablement.ibm.informix.ui,1223473529396
stopped,bundle,org.eclipse.datatools.enablement.msft.sqlserver.ui,1.0.0.v200805160737,org.eclipse.datatools.enablement.msft.sqlserver.ui,1223473529396
stopped,bundle,org.eclipse.datatools.enablement.mysql.ui,1.0.0.v200805152355,org.eclipse.datatools.enablement.mysql.ui,1223473529396
stopped,bundle,org.eclipse.datatools.enablement.oracle.ui,1.0.0.v200805240040,org.eclipse.datatools.enablement.oracle.ui,1223473529396
stopped,bundle,org.eclipse.datatools.enablement.sap.maxdb.ui,1.0.0.v200805152355,org.eclipse.datatools.enablement.sap.maxdb.ui,1223473529396
